# This file is UTF-8 encoded. Avoid using of BOM!
# WORD	TF	IDF	ATTR
夾縫	12.38	11.18	n
小葳	11.75	12.51	n
兇惡	12.27	11.43	a
移車	12.80	10.21	n
亞利桑那州	12.04	12.92	n
營	1.24	0.00	n
蔡孟純	12.03	12.46	n
禞	0.73	0.00	@
手術用	13.14	10.00	A
榞	0.73	0.00	@
鐵柱	12.50	10.92	n
駯	0.68	0.00	@
朱詠薇	12.01	12.49	n
懟	0.92	0.00	@
掠過	12.06	11.88	v
觯	0.87	0.00	@
陸股	10.77	14.26	n
泡沬	10.94	13.97	n
聲浪	12.04	11.93	n
凟	0.71	0.00	@
幼魚	10.85	14.13	n
裝下	13.19	9.23	v
軍聞社	11.15	14.06	n
尊貴	12.99	9.74	a
謝省躬	12.07	12.39	n
造橋	12.65	10.58	n
下場	13.06	9.57	n
同意案	13.00	10.35	n
調皮	12.95	9.84	a
雙魚	11.93	12.16	n
佺	0.87	0.00	@
李察森	12.03	12.46	n
希斯	13.00	15.54	n
轪	0.72	0.00	@
螩	0.68	0.00	@
彺	0.79	0.00	@
用戶端	13.34	15.23	n
停車	13.38	8.73	v
古巴隊	11.00	14.30	n
垹	0.74	0.00	@
做戲	11.71	12.60	v
水墨畫家	11.95	12.90	n
鞩	0.68	0.00	@
齪	0.86	0.00	@
潺	0.92	0.00	@
枹	0.79	0.00	@
毀謗	11.77	12.46	u
瞹	0.76	0.00	@
罺	0.71	0.00	@
談得上	11.51	13.44	v
維亞	12.12	11.76	n
白費	12.44	11.05	v
街友	13.08	9.52	n
陸冠芝	11.99	12.54	n
顫抖	12.99	9.75	v
蘇禾	11.65	12.70	n
公認會計准	11.63	13.67	v
掉球	12.84	10.11	n
三郎	12.51	10.89	n
蘇拉特	11.83	12.86	n
靈魂人物	12.86	11.02	n
柯波拉	11.28	13.84	n
拜金女	11.94	12.64	n
華服	11.82	12.38	n
葛蒂瑪	12.02	12.49	n
蔡俊章	12.02	12.49	n
牽罟	10.55	14.60	n
羅德島	11.41	13.62	n
叫起	13.16	9.31	v
廠房	13.31	14.28	n
萬里鄉	11.24	13.90	n
蘇福男	12.02	12.49	n
鄭芬芬	12.00	12.52	n
二烯酸	12.64	11.18	n
儎	0.78	0.00	@
一百零六億	12.28	12.47	n
釟	0.74	0.00	@
韓斯利	12.05	12.42	n
馞	0.72	0.00	@
肯拉德	12.83	10.75	n
使用率	13.42	9.31	n
熄燈	12.23	11.52	v
一時	13.54	8.28	n
祏	0.76	0.00	@
覞	0.69	0.00	@
臟	1.17	0.00	@
焎	0.69	0.00	@
愎	0.84	0.00	@
竊賊	12.24	11.50	n
陸克文	11.11	14.13	n
雙掛號	10.42	15.19	n
楏	0.70	0.00	@
公報	13.05	9.60	n
王毅	11.54	12.92	n
線香	11.63	12.75	n
痛死	12.86	10.06	a
小麥局	12.16	12.21	n
巴塔塞	12.06	12.41	n
佪	0.98	0.00	@
榯	0.80	0.00	@
阿猿	11.50	12.99	n
雷斯特	11.38	13.68	n
飛飛	13.31	8.93	v
陸初惠	12.06	12.41	n
禁唱	12.40	11.14	u
遺書	12.36	11.23	n
垩	0.87	0.00	@
晃動	12.68	10.49	v
ㄎ	0.98	0.00	#
修訂	13.55	8.26	u
枩	0.76	0.00	@
禯	0.69	0.00	@
貝多芬	12.06	12.41	n
郭伯雄	10.79	14.63	n
潪	0.75	0.00	@
喬修亞．吉爾菲艾斯	12.00	13.41	n
寶多福	13.14	16.03	n
傳個	13.22	14.63	n
省立	13.03	9.63	A
瞩	0.91	0.00	@
強將	11.41	13.15	n
吼不	12.53	10.85	n
依依不捨	12.22	12.39	a
定數	13.14	9.36	n
顛倒	12.94	9.87	u
妯	0.80	0.00	@
攀上	12.57	10.77	u
頂漿腺	11.12	14.10	n
中居正廣	11.37	13.94	n
機要費案	12.80	11.15	n
線圈	12.56	10.79	n
負離子	12.60	11.27	n
抗壓性	12.91	10.55	n
木櫃	12.38	11.19	n
粺	0.77	0.00	@
鄎	0.70	0.00	@
饏	0.69	0.00	@
被單	12.01	11.98	n
新聞官	13.31	9.59	n
瑹	0.72	0.00	@
沺	0.75	0.00	@
脎	0.75	0.00	@
襏	0.71	0.00	@
演好	13.00	9.73	u
盒蓋	12.68	10.51	n
打鐵趁熱	11.41	13.87	a
摹	0.98	0.00	v
催眠術	12.03	12.45	n
巴塞隆納隊	11.95	13.10	n
禮拜日	12.27	11.98	n
觀眾席	11.89	12.74	n
抬出	12.79	10.24	u
呹	0.72	0.00	@
岺	0.79	0.00	@
戴克拉克	11.54	13.65	n
鳥群	12.89	10.00	n
川燙	11.42	13.14	n
心裡有數	12.10	12.61	a
諾亞方舟	11.93	12.94	n
休閒活動	13.51	9.47	n
喜憨兒	11.76	12.98	n
播出來	13.00	10.34	v
泰姬	11.77	12.48	n
眾議院	12.65	11.16	n
陰錯陽差	12.07	12.68	a
潭面	12.27	11.44	n
嚐遍	11.71	12.59	u
七點一	13.46	9.19	n
艾森	11.18	13.57	n
萊拉	13.04	15.38	n
近身	13.08	9.52	n
習得	12.39	11.18	u
抹多	12.67	10.52	u
槞	0.69	0.00	@
疑慮	12.78	10.26	n
黃沙	11.56	12.87	n
龍柏	11.46	13.06	n
熱唱	11.79	12.42	n
塔位	13.01	9.69	n
大調	13.16	9.31	n
憟	0.78	0.00	@
不耐煩	12.13	12.27	a
艾克森	10.64	14.86	n
覯	0.82	0.00	@
秞	0.74	0.00	@
纖纖	12.47	10.99	a
楊梅鎮	11.48	13.49	n
集滿	13.04	9.63	u
馯	0.69	0.00	@
龍實業	11.46	13.52	n
車齡	11.09	13.72	n
自閉	12.88	10.02	a
吊鋼絲	11.52	13.42	n
尊師重道	11.27	14.11	v
瑕疵品	12.18	12.17	n
醫療展	13.24	9.76	n
姞	0.80	0.00	@
償債	11.77	12.48	v
冟	0.70	0.00	@
配種	12.16	11.67	v
高慧君	11.07	14.19	n
疾風	12.56	10.79	n
修皇	12.31	11.34	n
愛無國界	12.02	12.78	n
製鞋業	12.76	10.92	n
秋風掃落葉	10.83	14.95	a
卡珊卓	11.61	13.26	n
合不合	12.10	12.32	v
瘦臉	12.84	10.12	n
駕乘	12.62	10.63	n
瑩	1.14	0.00	a
帶回去	13.06	10.22	v
藥明康德	11.16	14.28	n
鑹	0.79	0.00	@
鲺	0.77	0.00	@
醫療級	13.26	9.70	n
安海斯	10.43	15.17	n
正則	11.35	13.26	A
挨罵	11.83	12.36	v
二賽	13.14	9.37	n
貺	0.81	0.00	@
音樂班	13.26	15.54	n
葹	0.74	0.00	@
岪	0.71	0.00	@
呩	0.72	0.00	@
投注站	12.05	12.42	n
貼切	12.59	10.71	a
重疊	12.77	10.29	a
文學獎	12.58	11.31	n
好寫	13.29	8.96	a
嘉盛	12.78	10.27	n
舉措	13.31	8.90	n
褐髮	12.10	11.80	n
洲際	12.37	11.21	n
力強	12.03	11.95	n
同車	13.14	9.35	n
標示	12.91	9.95	u
許願樹	10.97	14.34	n
局處	13.19	14.79	n
勞務	13.17	9.28	n
履帶	12.14	11.72	n
張曼玉	12.42	11.66	n
放飛	12.93	9.91	v
臭老公	11.85	12.82	n
挑選出	13.02	10.29	u
國泰金	11.02	14.27	n
似無	13.09	9.48	v
牛刀小試	12.17	12.49	a
膟	0.70	0.00	@
虎頭山	11.26	13.87	n
觞	0.98	0.00	@
兎	0.88	0.00	@
洪銘謙	12.03	12.46	n
五臟	12.47	10.98	n
椏	0.92	0.00	u
聯經	13.10	15.14	n
醟	0.75	0.00	@
駞	0.70	0.00	@
莎羅曼	11.38	13.66	n
睿媽	11.32	13.31	n
峻嶺	11.51	12.97	n
批發價	13.08	10.16	n
專賣店	13.62	14.05	n
礏	0.69	0.00	@
菁桐	11.34	13.29	n
藍巽	11.80	12.42	n
河東堂	11.73	13.04	n
特強	13.11	9.45	a
高峰會	11.94	12.64	n
穩定度	13.28	9.65	n
修車廠	11.47	13.52	n
戴納利	12.06	12.40	n
薑母鴨	11.35	13.72	n
馬太鞍	11.23	13.92	n
火種	12.22	11.54	n
爾虞我詐	12.36	12.10	a
茂管處	12.08	12.37	n
黃兆平	11.82	12.87	n
築巢	11.72	12.57	v
奯	0.71	0.00	@
有鑑於此	13.02	10.66	d
兵群	12.81	10.19	n
泛出	12.90	9.97	u
百分之三點四	13.65	9.56	m
鑩	0.70	0.00	@
鲪	0.72	0.00	@
港口杯	11.71	13.08	n
小潔	13.03	15.44	n
傷合	12.81	10.20	a
桶柑	11.09	13.73	n
聯課	12.83	10.15	A
貪	1.16	0.00	v
顛沛流離	11.68	13.40	a
葩	0.94	0.00	@
流盡	12.92	9.91	u
房慧真	11.98	12.57	n
救起	12.98	9.77	u
兩百七十	11.99	12.83	n
慘重	12.66	10.55	a
油蔥酥	11.74	13.02	n
自營商	13.13	10.05	n
進行	14.41	5.62	u
楯	0.84	0.00	@
不軌	12.15	11.70	a
復雜	12.68	10.50	a
灼熱感	12.00	12.52	n
事變	12.59	10.72	n
友誼關	12.16	12.20	n
熱鬧	13.37	8.76	a
限電	13.00	9.73	v
兩百零一	11.42	13.86	n
交棒	12.73	10.39	v
敵情	11.90	12.22	n
腎	1.16	0.00	n
褏	0.80	0.00	@
高丹華	12.03	12.46	n
泺	0.93	0.00	@
當舖	12.29	11.40	n
影劇	12.99	9.74	A
息息相關	13.08	10.52	a
搹	0.72	0.00	@
中寮鄉	11.99	12.55	n
保育員	11.70	13.10	n
琹	0.73	0.00	@
蜆港	11.08	13.75	n
酎	0.82	0.00	@
餏	0.69	0.00	@
買完	13.10	9.47	u
糺	0.72	0.00	@
球菌病	12.31	11.90	n
理髮	12.80	10.22	v
副總編輯	13.40	9.72	n
鎮痛劑	10.77	14.66	n
雙吳	10.17	15.17	n
養分	12.60	10.70	n
於是	13.85	7.39	c
棒總	12.91	9.94	n
套話	12.99	9.76	v
峺	0.71	0.00	@
滑蓋	12.53	10.85	n
蝦類	12.61	10.66	n
分治	13.05	15.33	n
九千多	11.83	12.86	n
緬甸籍	11.44	13.57	n
賓拉丹	11.97	12.57	n
達新	13.22	14.63	n
零用錢	11.85	12.81	n
謝霆鋒	12.36	11.80	n
揚科維奇	10.92	14.66	n
搬入	12.21	11.56	u
吳清正	11.87	12.77	n
庫瑪	12.77	10.29	n
系館	12.98	9.76	n
高樹	11.77	12.48	n
王雪紅	11.52	13.42	n
呂家捷	12.07	12.38	n
喜氣洋洋	12.59	11.62	a
巴耶	11.16	13.61	n
優賽思	12.42	11.66	n
櫻花盃	11.80	12.91	n
饯	0.89	0.00	@
無為	12.74	10.35	a
個體	13.41	8.65	n
大洞	12.20	11.59	n
襯	1.12	0.00	u
連坐	11.75	12.51	a
隱匿	12.50	10.93	u
洛伊?哈葛羅	11.96	13.16	n
百分之八點五	13.53	9.85	m
吳昕陽	11.99	12.54	n
夞	0.78	0.00	@
兟	0.78	0.00	@
算清楚	13.15	9.98	v
魯賈	10.92	14.02	n
練拳	11.75	12.51	v
洩下	12.73	10.38	v
湊一湊	12.79	10.84	u
左圖	11.43	13.12	n
撤屯	11.28	13.39	n
礞	0.74	0.00	@
蓋章	12.52	10.87	v
高柏松	11.75	13.00	n
煟	0.71	0.00	@
排骨飯	11.95	12.62	n
慟	0.95	0.00	a
椞	0.71	0.00	@
口永	12.87	10.04	n
第四十八	12.38	12.05	n
達陣	12.84	10.11	v
繩索	12.48	10.96	n
安傑	11.10	13.70	n
美洲區	12.93	10.52	n
限縮	12.24	11.50	a
磁磚	11.64	12.72	n
綻開	12.55	10.81	u
浦東	13.32	14.23	n
田妹	11.75	12.50	n
固著	12.72	10.41	u
搩	0.71	0.00	@
擊出	13.06	9.56	u
四點四	13.53	9.01	n
交貨量	13.05	10.24	n
殺價	12.30	11.36	v
萹	1.20	0.00	@
賺	1.22	0.00	u
琩	0.72	0.00	@
糪	0.71	0.00	@
整理成	13.26	9.71	v
小車	13.24	9.09	n
屆退	12.75	10.34	a
母親節	13.12	10.05	n
鐹	0.86	0.00	@
阿梅	12.94	9.87	n
鳺	0.70	0.00	@
經濟系	11.77	12.97	n
港股	13.00	9.72	n
型厝村	11.33	13.76	n
分針	11.36	13.26	n
劍潭	11.73	12.55	n
內廳	13.09	15.17	n
福祉部	12.20	12.13	n
自憐	11.85	12.32	a
行銷課	11.94	12.64	n
普利司	12.74	10.95	n
吩	0.93	0.00	@
嘴砲	11.76	12.49	n
倒店	12.84	10.11	a
卸完	11.84	12.33	u
大罵	13.05	9.58	v
泛紅	12.71	10.42	a
蔡峻銘	12.02	12.49	n
雙鶴	11.22	13.49	n
老樣子	13.13	10.03	n
安徒生	12.03	12.47	n
林班地	11.56	13.35	n
劉柏年	11.72	13.05	n
一一零	11.01	14.29	n
投幣	12.54	10.83	v
紐澤西州	11.64	13.48	n
酟	0.69	0.00	@
餞	0.90	0.00	@
新輯	13.10	9.46	n
情懷	13.19	9.22	n
乙班	12.53	10.85	n
接觸點	13.28	9.67	n
腟	0.71	0.00	@
褞	0.79	0.00	@
直譯	11.97	12.08	u
劉慶植	12.07	12.39	n
ゎ	0.88	0.00	#
貨物	13.39	8.69	n
風吹雨打	11.75	13.27	a
無上師	13.40	9.34	n
呂俊昌	12.03	12.46	n
拉瑪迪	12.65	11.16	n
五點	13.24	9.10	n
油煙	12.85	10.10	n
聖約瑟	11.90	12.72	n
肯德拉	12.83	10.75	n
郵資	12.62	10.65	n
洗脫	12.68	10.50	u
猶太人	12.76	10.91	n
張栩	10.91	14.03	n
方光瑋	11.98	12.56	n
光燦	11.86	12.29	a
蔣渭水	10.76	14.68	n
電腦用	13.49	9.12	A
警備車	11.99	12.53	n
籠中鳥	11.19	13.99	n
轟趴	11.50	12.99	a
適應症	12.86	10.68	n
百分之四	13.54	9.37	m
磏	0.71	0.00	@
及時行樂	11.64	13.47	v
大艦	11.10	13.70	n
忍術	11.21	13.52	n
悎	0.78	0.00	@
莊瑋全	11.99	12.55	n
棏	0.83	0.00	@
張佐嘉	12.02	12.48	n
壏	0.73	0.00	@
水面艦	10.45	15.13	n
傎	0.77	0.00	@
亂動	12.93	9.88	v
質	1.22	0.00	n
隻字	13.19	9.24	n
留滯	11.79	12.43	v
過過	13.50	8.39	v
鳪	0.76	0.00	@
鐩	0.82	0.00	@
窘況	11.43	13.11	n
善變	12.92	9.92	a
椯	0.69	0.00	@
勁兒	12.83	10.14	n
第二十五	13.18	10.27	n
鑲上	12.36	11.23	u
駝背人	11.86	12.80	n
筆電	12.96	9.81	n
日本台	13.39	14.99	n
礯	0.70	0.00	@
六萬五千	11.18	14.24	n
編制	13.44	8.56	n
邎	0.75	0.00	@
電廠	13.08	15.22	n
飏	0.90	0.00	@
落居	10.57	14.57	n
遺缺	10.81	14.19	n
月黑風高	13.39	9.75	a
合併症	12.89	10.62	n
巴羅	11.26	13.42	n
產婦	12.73	10.39	n
裏	1.15	0.00	n
黨三役	11.95	12.63	n
肎	0.71	0.00	@
柯克斯	11.77	12.96	n
廢材	11.68	12.64	n
哹	0.71	0.00	@
電傳	13.08	9.51	v
午場	11.94	12.13	n
印度裔	11.11	14.12	n
細細長長	11.36	13.95	a
血壓計	12.12	12.28	n
輕生	12.15	11.70	v
忘憂	11.49	13.01	a
交割價	11.79	12.93	n
簺	0.72	0.00	@
詹詠然	11.29	13.82	n
瓹	0.69	0.00	@
佩菁	11.55	12.89	n
擹	0.70	0.00	@
氺	0.98	0.00	@
葉兩	10.89	14.06	n
伊境	10.95	13.95	n
傷殘	12.68	10.51	a
巴勒斯坦國	12.80	11.38	n
交出去	13.04	10.26	v
伊利諾州	12.17	12.48	n
演講人	13.29	9.63	n
不夠看	13.35	9.47	a
沙洛特	11.92	12.67	n
華夏	13.46	13.59	n
西班牙隊	13.02	10.67	n
馬麻	11.36	13.24	n
漢武帝	12.33	11.86	n
克拉本	12.52	11.45	n
堀北	11.73	12.55	n
大樹鄉	11.63	13.23	n
愛荷華州	12.21	12.40	n
褯	0.70	0.00	@
黃品蓁	12.04	12.44	n
資源部	13.45	14.75	n
內閣	12.66	10.55	n
寫給	13.26	9.04	v
乾爸	12.70	10.46	n
佛奧	12.79	10.24	n
稀釋	12.77	10.29	u
職位	13.67	7.92	n
餯	0.70	0.00	@
王靖淳	12.00	12.52	n
光潔	12.52	10.87	a
互動	13.89	7.26	v
奞	0.72	0.00	@
許秀年	11.91	12.70	n
飽經	12.60	10.69	v
密契	11.70	12.60	a
償	1.15	0.00	u
呂偉嵐	12.02	12.49	n
陽間	11.31	13.35	n
生死線	12.22	12.08	n
選號	13.26	9.04	n
飛雅特	12.99	10.37	n
歧異	11.21	13.51	a
焟	0.73	0.00	@
抗排斥	11.74	13.03	n
期勉	11.84	12.32	v
裴納	11.78	12.45	n
許維城	12.05	12.43	n
飆上	12.63	10.61	v
藥政處	12.34	11.84	n
亮間	13.03	15.45	n
小朋友寫	12.39	12.04	u
铹	0.79	0.00	@
鰺	0.70	0.00	@
山徑	11.14	13.63	n
大仙尪	12.01	12.51	n
客舞	13.10	9.47	n
詩篇	12.49	10.94	n
變弱	12.82	10.16	a
谺	0.69	0.00	@
蓹	0.69	0.00	@
尪	0.85	0.00	u
打鬧	12.84	10.12	v
市警局長	10.92	14.66	n
科爾尼	13.24	15.60	n
存託	12.62	10.63	n
ㄟ	0.93	0.00	#
爭后	13.08	9.51	n
簪	0.96	0.00	@
論罪	10.90	14.04	v
瓩	0.73	0.00	@
房水	11.04	13.82	n
杜其東	12.02	12.49	n
石塊	11.62	12.77	n
紐國	12.67	10.52	n
裁切	11.81	12.39	u
氪	0.88	0.00	@
慶安宮	10.39	15.23	n
擩	0.73	0.00	@
文曄	10.01	15.39	n
仲量聯行	11.92	12.96	n
通識	12.11	11.77	A
靈犀	12.44	11.06	u
十幾年	12.26	12.00	n
布吉納法索	12.75	11.50	n
加長	13.25	9.08	v
優樂卡	12.86	10.69	n
聯彈	12.63	10.61	n
自由派	13.17	9.93	n
流蘇	12.18	11.63	n
三民區	12.09	12.35	n
五棒	12.91	9.95	n
麗江	13.17	14.86	n
飛兒	13.08	9.51	n
襞	0.82	0.00	@
負值	12.86	10.08	n
脟	0.82	0.00	@
定價	13.46	8.49	n
押解到	11.67	13.15	u
書櫃	12.42	11.11	n
彭鎧立	11.45	13.54	n
南島	11.66	12.69	n
南極洲	12.30	11.91	n
寶格麗	12.89	10.62	n
鄟	0.71	0.00	@
饞	1.06	0.00	@
廿五日	11.89	12.74	n
椰果	11.58	12.84	n
划沙	12.46	11.02	n
卸妝油	12.10	12.33	n
備考	13.12	9.42	v
涂居賢	12.06	12.40	n
義民節	10.77	14.67	n
盜捕	11.70	12.61	u
ノ	1.08	0.00	#
一百三十四萬	12.26	12.65	n
暑修	11.54	12.92	n
洗錢	12.35	11.27	v
防禦	13.28	8.99	v
大橋	13.23	14.58	n
小祐	12.39	11.16	n
馬林格	12.01	12.51	n
根號	13.05	9.58	n
偵防車	11.92	12.68	n
李仕德	12.05	12.42	n
七千餘	11.72	13.06	n
三十幾	13.23	9.78	n
白虎隊	11.27	13.86	n
表現	13.99	6.95	n
梏	0.79	0.00	@
環保	13.86	7.34	n
嚴重級	10.26	15.40	n
惎	0.75	0.00	@
捕鯨	11.36	13.26	n
不鏽鋼	13.61	8.79	n
铩	0.90	0.00	@
鰪	0.69	0.00	@
碏	0.77	0.00	@
巷弄	11.90	12.21	n
烎	0.70	0.00	@
熱帶魚	12.41	11.68	n
蓩	0.69	0.00	@
電量	12.81	10.20	n
谪	0.96	0.00	@
狄瓦	11.70	12.62	n
瓦倫汀	11.98	12.56	n
漫畫版	13.21	9.83	n
副店	12.94	9.88	n
墏	0.70	0.00	@
建廠	13.06	9.56	v
據守	11.39	13.20	v
友會	13.27	9.03	n
僎	0.76	0.00	@
蔡堆	10.10	15.27	n
轉晴	12.60	10.69	a
蔡仰秋	12.07	12.38	n
林黛玉	11.28	13.83	n
哈森	10.84	14.14	n
捱過	12.65	10.57	u
為神	13.21	9.19	a
突檢	12.29	11.39	u
沈溺	10.95	13.95	v
右手肘	11.76	12.99	n
趕回	12.98	9.77	v
適當	13.63	8.02	a
袏	0.87	0.00	@
腫瘤	13.37	8.76	n
污漬	12.09	11.83	a
磯	1.04	0.00	@
糖罐	11.72	12.57	n
磨皮	12.45	11.04	n
前後	13.63	8.03	f
史丹利	11.51	13.44	n
釀製	12.30	11.37	u
棯	0.73	0.00	@
業務員	13.32	9.57	n
厲行	11.86	12.29	u
地藏王廟	12.23	12.37	n
場站	13.20	14.72	n
一棟棟	13.22	9.82	m
仙界傳	11.85	12.81	n
鰻魚飯	11.63	13.22	n
莫德洛	11.87	12.78	n
壯	1.14	0.00	a
勸架	11.57	12.85	v
日惹市	12.92	10.55	n
選材	12.55	10.80	v
點到名	13.47	9.17	n
咹	0.86	0.00	@
屺	0.87	0.00	@
撹	0.78	0.00	@
百人淘汰賽	10.78	15.02	n
百萬分之一	13.51	9.72	m
請辭	12.75	10.33	v
決	1.16	0.00	v
派特	13.04	15.38	n
壽險業	10.72	14.73	n
志維	12.94	9.87	n
元宵節	12.04	12.45	n
璹	0.72	0.00	@
籺	0.70	0.00	@
賓夕法尼亞州	11.91	13.30	n
借過	13.05	9.60	v
續費	12.90	9.96	n
飯	1.22	0.00	n
餐飲界	12.67	11.11	n
陳佩筠	12.02	12.48	n
伊斯蘭馬巴德	12.17	12.83	n
拉住	13.14	9.36	u
牽著手	11.92	12.69	n
裯	0.75	0.00	@
月曆	12.85	10.10	n
中壽	12.91	9.94	n
制裁案	12.11	12.31	n
板機	13.15	9.33	n
疑問	13.74	7.71	n
超級大	13.39	15.00	n
山巒	12.30	11.37	n
摧殘	12.61	10.66	u
脫黨	12.42	11.10	v
舉重	12.49	10.95	n
迷有	13.12	9.40	v
自作聰明	12.30	12.22	v
廖敏雄	11.90	12.72	n
ミ	1.12	0.00	#
特多	13.26	14.47	n
答對	12.26	11.45	u
鎮公所	11.90	12.73	n
畫素	12.81	10.20	n
恨鐵	11.88	12.24	n
日額	13.08	9.52	n
大題	13.14	9.36	n
撲上	12.86	10.08	u
漢鼎	12.37	11.21	n
天文學	13.35	9.49	n
五十七萬八千	12.32	12.53	n
供應量	13.30	9.60	n
疑難雜症	12.31	12.20	n
統一部	13.34	15.21	n
辦公處所	11.61	13.53	n
離地	13.19	9.23	v
紅杉軍	11.10	14.14	n
廖于	10.43	14.78	n
民防局	12.87	10.65	n
碞	0.72	0.00	@
推說	13.13	9.38	v
森嚴	12.31	11.36	a
咒罵	11.66	12.68	u
趙成文	11.65	13.19	n
降到	13.13	9.39	v
靜觀	12.26	11.46	u
郭逸犬	12.07	12.38	n
蒹	0.84	0.00	@
梞	0.73	0.00	@
鱺	0.80	0.00	@
曼彭杜	11.86	12.79	n
維克利	11.09	14.16	n
僟	0.80	0.00	@
娜拉	12.92	9.92	n
補過	11.70	12.60	v
屪	0.71	0.00	@
剎那間	12.15	12.23	n
伊東	12.38	11.19	n
海恩	12.96	9.82	n
逆價差	11.20	13.97	n
飆至	12.02	11.96	v
馬可穆勒	12.16	12.50	n
護膝	11.77	12.48	n
中廚	12.85	10.10	n
獨享	12.85	10.09	v
籪	0.84	0.00	@
蒙哥馬利	11.86	13.08	n
四百點	11.99	12.55	n
江華	11.50	12.98	n
南航	12.81	10.19	n
總之	13.41	8.65	d
颞	0.93	0.00	@
郟	0.90	0.00	@
對面	13.55	13.23	n
絲絲	13.19	9.24	A
胟	0.69	0.00	@
袞	0.93	0.00	@
專門店	13.02	16.49	n
施密特	11.53	13.40	n
露毛	12.63	10.63	n
分處	13.25	14.53	n
看壞	13.12	9.41	u
北島	11.86	12.29	n
財政局長	12.12	12.58	n
針孔	12.43	11.07	n
鹿鼎記	12.67	11.11	n
賺取	12.92	9.92	u
蝗蟲	12.04	11.93	n
裝熟	12.47	10.99	u
帶兵	12.91	9.94	v
分駐所	13.07	16.29	n
匯兌	12.11	11.78	n
十誡	11.12	13.67	n
主義	13.85	7.39	n
鋼普	12.68	10.49	n
鐵礦	12.73	10.39	n
格萊美獎	12.29	12.24	n
克里姆林宮	11.87	13.24	n
大滿貫	12.11	12.31	n
柏戴克	12.02	12.48	n
矽製	11.74	12.52	u
高屏區	10.85	14.55	n
豬糞	11.89	12.23	n
痲瘋樹	11.79	12.92	n
發痛	13.09	9.50	a
相同點	11.47	13.52	n
塏	0.80	0.00	@
抱怨聲	12.17	12.17	n
掌控權	12.15	12.22	n
斯特	13.20	14.72	n
彥日	12.66	10.54	n
倎	0.74	0.00	@
休旅	11.90	12.20	n
馬赫特	11.82	12.87	n
鹽寮	11.38	13.21	n
香妮	12.32	11.32	n
蒩	0.71	0.00	@
幾壘	12.27	11.44	n
悼詞	11.62	12.77	n
劉立文	11.97	12.58	n
加里	12.49	10.95	n
競賽組	13.06	10.21	n
飆回	12.21	11.56	v
鱪	0.70	0.00	@
證明	13.82	7.46	v
瀎	0.72	0.00	@
硏	0.77	0.00	@
吃飯飯	12.98	10.39	n
簡評	11.75	12.51	n
開門	13.20	9.20	v
桏	0.70	0.00	@
八億	11.52	12.95	n
違犯	12.08	11.83	u
頭數	13.12	9.42	n
顏	1.22	0.00	n
逎	0.70	0.00	@
田總	10.54	14.62	n
李察遜	11.94	12.64	n
泰國鱧	11.78	12.94	n
歐足聯杯	12.61	11.58	n
市占率	13.22	9.82	n
外賓	12.16	11.67	n
董易	10.56	14.59	n
衏	0.69	0.00	@
軍醫院	13.13	16.05	n
耎	0.73	0.00	@
滋滋	12.83	10.14	d
製造	14.01	6.90	u
訴狀	12.18	11.63	n
讀寫	13.13	9.39	u
質料	11.97	12.07	n
拉抬	12.55	10.80	u
碯	0.69	0.00	@
長住	11.01	13.86	u
維森	12.89	9.99	n
兩千萬	13.35	9.48	n
凍層	12.27	11.43	n
佩斯托瑞斯	10.98	14.73	n
墯	0.74	0.00	@
機率	13.10	9.45	n
淵藪	11.14	13.63	n
克萊	13.06	15.30	n
劇迷	12.72	10.40	n
老謀深算	12.12	12.58	a
跑跳	12.89	10.01	v
王正輝	11.93	12.67	n
嚇走	12.87	10.03	u
大湖	12.34	11.28	n
測到	13.12	9.41	u
英文歌	13.12	10.05	n
進不了	13.24	9.77	u
	0.67	0.00	@
林隊	10.20	15.12	n
加護亞依	11.20	14.21	a
綺	1.11	0.00	u
袯	0.69	0.00	@
紅髮	11.39	13.18	n
網路化	13.43	9.27	v
擊碎	12.35	11.26	u
畹	0.90	0.00	@
佛瑞爾	12.22	12.09	n
涺	0.69	0.00	@
車盟	11.02	13.84	n
颯	0.98	0.00	@
熬出	12.47	10.99	u
敹	0.78	0.00	@
汗症	12.19	11.60	n
邱太三	10.32	15.32	n
鐵罐	12.01	11.99	n
總教練	12.94	10.50	n
林耀文	11.94	12.65	n
南比亞	13.16	15.95	n
啹	0.69	0.00	@
嶺	1.20	0.00	@
二號橋	13.30	9.61	n
掉光	13.03	9.64	a
波特萊爾	13.07	16.86	n
鬥志	12.73	10.38	n
黨慶	10.74	14.30	n
普瑞姆	12.31	11.89	n
將錯就錯	11.96	12.90	a
宗親	11.34	13.28	n
林文淵	11.43	13.58	n
阿布沙耶夫	10.82	14.97	n
劉柏園	11.99	12.54	n
镹	0.79	0.00	@
鶺	0.75	0.00	@
崙背	11.49	13.01	n
蕹	0.76	0.00	@
郭顏慧	12.02	12.48	n
馬術賽	10.69	14.78	n
趺	0.87	0.00	@
桑派歐	12.06	12.40	n
棞	0.72	0.00	@
司徒華	10.90	14.46	n
劉曉憶	12.05	12.43	n
炟	0.75	0.00	@
磞	0.73	0.00	@
財政局	13.27	15.48	n
霧氣	12.43	11.07	n
煩阿	12.01	11.99	a
念舊	11.82	12.38	a
洪冠伶	12.03	12.46	n
羅格	11.41	13.15	n
獨攬	11.96	12.08	u
青綠色	13.11	10.09	n
