# WORD	TF	IDF	ATTR
勞敦	11.78	12.46	n
吸收力	12.97	10.43	n
明年度	11.23	13.92	n
砍去	12.65	10.58	u
趕場	12.16	11.68	v
柳銀喜	12.07	12.38	n
環場	13.00	9.73	n
公噸	11.45	13.08	q
張榮祥	11.78	12.95	n
三軍	12.45	11.02	n
羅斯波隆	11.60	13.55	n
更形	13.07	9.54	d
斗燈	12.01	11.99	n
藝廊	12.11	11.78	n
訪談	13.62	8.04	n
蔡旻佑	11.45	13.54	n
存錢筒	11.79	12.92	n
好萊塢片	12.78	11.20	n
辜寬敏	11.26	13.87	n
安奉	10.76	14.28	n
枕頭獎	11.72	13.06	n
衝浪客	12.06	12.40	n
錄影器	12.08	12.37	n
分不清楚	13.51	9.47	v
國務	12.45	11.03	n
僵住	11.75	12.51	a
踢傷	12.00	12.00	u
鹿鞠	11.18	13.57	n
葉兩傳	12.00	12.52	n
機床	13.17	9.28	n
一億六千萬	11.13	14.49	n
二來	13.37	8.75	c
水漾	11.47	13.05	n
費力	12.75	10.33	a
長方	13.22	9.15	A
滿地	12.03	11.93	n
葉爾辛	12.02	12.48	n
聲勢	12.69	10.47	n
膠鞋	11.70	12.61	n
捉鬼	11.77	12.48	n
不歸路	13.28	9.67	n
良伴	12.29	11.39	n
福島	13.03	15.43	n
職籃賽	11.81	12.89	n
青年杯	13.05	10.23	n
影像檔	12.77	10.89	n
外卡戰	13.13	10.04	n
本少爺	12.12	12.28	n
細漢	12.75	10.34	n
黃柏欽	12.06	12.40	n
綜高二丙	11.91	12.99	v
演員	13.57	8.20	n
戴揚	11.65	12.70	n
賈鴻秋	12.02	12.49	n
從早到晚	13.39	9.77	d
一舉兩得	12.73	11.32	a
凱希	12.68	10.50	n
李鴻鈞	11.34	13.73	n
壯圍鄉	11.76	12.99	n
引言人	12.71	11.02	n
揮空	12.06	11.88	a
蕭煜	11.76	12.50	n
伊萬諾	11.52	13.42	n
伽瑪刀	11.58	13.31	n
嬉鬧	11.96	12.10	v
翻譯成	13.28	9.65	v
速食業	12.12	12.28	n
強斯頓	11.80	12.91	n
一技之長	12.59	11.63	n
嘴炮	11.75	12.52	n
抖事	11.85	12.32	n
浮現	12.89	9.99	a
誘殺	11.63	12.74	u
分館	11.86	12.28	n
人身攻擊	12.76	11.24	n
阿慧	12.68	10.51	n
無盡	13.09	9.48	a
發難	12.23	11.52	v
水壺	12.12	11.75	n
蔥頭	11.82	12.38	n
稅則	11.94	12.12	n
新舊	13.17	9.27	n
柏南克	11.26	13.88	n
念書	12.46	11.01	v
貢獻獎	12.05	12.43	n
起鬨	12.05	11.91	v
暗諷	11.44	13.10	n
殺盤	12.85	10.09	v
足堪	12.21	11.57	v
互免	12.73	10.38	u
拆毀	11.74	12.53	u
花高	11.33	13.31	n
迦薩	11.66	12.68	n
驅魔	12.59	10.70	n
蘇拉朋	12.05	12.42	n
認股權證	12.04	12.74	n
市農會	13.28	15.44	n
影藝	12.95	9.84	n
籃框	11.53	12.93	n
雙姝	11.18	13.58	n
鬧雙胞	11.55	13.36	a
銷毀	12.78	10.27	u
低血壓	12.49	11.52	n
威風	12.69	10.48	n
懸棺	11.39	13.20	n
跟到	13.24	9.11	v
枚有	12.94	9.88	v
申請表	13.16	9.97	n
專心	12.90	9.96	a
帶過	13.28	9.00	u
葛洛德	12.01	12.50	n
閒人	12.59	10.71	n
讀賣	11.31	13.35	n
牛頭	11.56	12.88	n
狂風	12.75	10.33	n
建國	13.31	8.92	v
勳章	13.55	8.25	n
拍攝	13.65	7.97	u
第六十三	11.90	13.00	n
到快	13.26	9.04	a
情況	14.33	5.87	n
亂飛	12.92	9.92	v
諸多	13.39	8.70	m
演唱會	13.34	9.52	n
西褲	12.49	10.95	n
御博表	12.13	12.27	n
中小企業處	13.17	16.87	n
休旅車	12.17	12.17	n
花紋	12.80	10.20	n
金尼特	11.96	12.60	n
仁義潭	11.21	13.95	n
關穎	11.34	13.29	n
三溫暖	13.20	9.86	n
盡數	12.10	11.81	d
黃仕豪	12.02	12.49	n
確實	13.74	7.71	a
一萬七千	11.41	13.86	n
佛地	12.94	9.87	n
裝載	12.88	10.03	u
紅海	12.24	11.49	n
舒酸定	12.00	12.52	u
迪雅拉省	12.24	12.35	n
迷濛	12.13	11.73	a
甚至於	13.45	9.23	d
終點站	12.06	12.41	n
漁民	12.65	10.57	n
純情蠟妹	11.74	13.29	n
撞車	12.55	10.80	v
張芳明	11.46	13.52	n
轉賬	12.43	11.08	v
金棗	10.57	14.58	n
音樂館	13.26	15.52	n
遺緒	11.36	13.25	n
湧現出	12.60	11.27	u
味增	12.65	10.58	n
撞衫	11.65	12.71	n
準建	12.99	9.74	n
懸賞	13.94	7.11	u
豬公	12.91	9.95	n
近親	12.34	11.29	n
鐵皮	12.39	11.16	n
頭城	13.10	15.13	n
跳跳	13.25	9.07	v
五年級	13.10	10.10	n
聯調局	12.85	10.71	n
拔拔	13.00	15.54	n
巴爾的摩	12.06	12.69	n
摸到	12.97	9.80	u
混身	12.71	10.44	n
髮型師	12.17	12.18	n
物歸原主	11.56	13.61	v
新韓	13.21	14.67	n
女官	11.50	12.99	n
喜達屋	12.15	12.23	n
索后	10.45	14.75	n
飛雲	13.08	15.23	n
眉們	12.70	10.45	n
彎腰	12.09	11.83	v
蘭蔻	11.95	12.12	n
製黑	13.03	9.66	a
風兒	13.12	9.41	n
安全港	11.06	14.21	n
布想	13.10	9.48	v
騙子	13.20	9.21	n
缺陣	12.26	11.45	a
許時清	12.04	12.45	n
李商隱	11.62	13.24	n
龐鈺潔	12.07	12.38	n
進一步	14.24	6.99	d
武鴻	11.42	13.13	n
金龜子	11.66	13.17	n
巫師隊	11.77	12.96	n
建構	12.83	10.13	u
韓澤	11.58	12.84	n
上吐下瀉	11.18	14.26	v
安潔莉娜裘莉	11.81	13.49	n
旗魚	12.43	11.09	n
藥頭	13.00	9.72	n
開春	12.04	11.93	n
哥國	12.97	9.80	n
強佔	11.93	12.15	u
一億零八百萬	12.30	12.58	n
愛慕	12.73	10.38	v
大樹下	12.01	12.49	u
潛水艇	12.41	11.68	n
葛魯茲德夫	11.87	13.24	n
無上	13.38	8.72	A
披掛	11.93	12.16	u
潑水節	11.68	13.14	n
顯靈	11.79	12.44	v
呂木琳	11.86	12.79	n
寬達	13.03	15.42	n
溫瑞鵬	12.07	12.39	n
起坐	13.15	9.35	n
猶豫不決	12.28	12.26	a
哺餵	11.55	12.89	u
木條	12.98	9.76	n
加油卡	13.00	10.34	n
阿九	13.10	15.14	n
巴伊尼馬拉馬	12.84	11.46	n
椰子樹	11.85	12.82	n
變型	11.99	12.03	n
贊伯拉諾	11.81	13.17	n
黃志強	11.55	13.36	n
百分之二點五	13.65	9.56	m
罪證	12.02	11.96	n
圖書	13.92	7.17	n
方塊	12.65	10.58	n
學務處	13.11	16.14	n
共產黨人	13.34	9.89	n
同歸於盡	12.54	11.72	a
李詠嫻	11.81	12.88	n
佳樂水	10.79	14.63	n
擾民	12.36	11.24	v
亂闖	11.94	12.12	v
收送	13.14	9.37	v
羅宗勝	11.99	12.54	n
七娘媽亭	11.55	13.63	n
掃黑	12.27	11.43	v
違章建築	12.23	12.36	n
單號	11.38	13.21	n
夏曼?夫阿原	12.34	12.44	n
沱江艦	11.93	12.66	n
稀鬆	11.74	12.53	a
踢飛	12.37	11.22	u
洪震宇	12.04	12.45	n
屬于	13.17	9.27	v
崔凡吉萊	11.68	13.41	n
日頭	13.20	9.20	n
一窩蜂	11.78	12.94	d
愛德曼	11.00	14.30	n
生活費	13.03	10.27	n
展會	13.25	14.53	n
干線	10.43	14.80	n
問好	12.76	10.32	v
神出鬼沒	12.39	12.03	a
阿公家	11.87	12.78	n
石牆	11.27	13.40	n
交響樂團	11.85	13.08	n
文鳥	11.19	13.55	n
絲襪	12.62	10.65	n
網壇	13.04	15.39	n
精銳	12.54	10.84	n
奧利維	13.14	16.01	n
樹子	10.24	15.08	n
過去	14.01	6.89	n
遵規	11.63	12.74	n
部連	13.15	9.34	n
午盤	11.83	12.36	n
匯聚	12.98	9.77	v
潘威誌	12.07	12.39	n
黃綠色	11.69	13.11	n
跟屁蟲	11.84	12.84	n
吳英明	11.96	12.61	n
艾力克斯	12.92	10.88	n
街頭巷尾	12.41	12.01	n
經國路	11.21	13.95	n
松樹	11.28	13.39	n
鄉下	12.80	10.22	n
傅姓婦人	10.46	15.34	n
王後	10.95	13.96	n
趙某	11.18	13.57	n
讀經	12.17	11.64	v
希斯羅	10.61	14.91	n
斷腸	12.35	11.27	a
打拚	12.84	10.11	v
路標	12.30	11.36	n
海枯石爛	12.32	12.18	a
電磁爐	12.81	10.80	n
鬆緊帶	12.01	12.50	n
無所不包	13.46	9.59	a
場長	13.22	9.15	n
學習型	13.34	9.50	n
宋姓	10.17	15.17	n
利奇馬	11.11	14.13	n
農業局	12.53	11.42	n
陳志偉	11.19	14.00	n
賄款	10.86	14.11	n
艾爾斯	11.06	14.21	n
多過	13.38	8.72	v
提親	11.80	12.40	v
辜草	11.22	13.50	n
這樣一來	13.70	8.95	d
手鐲	12.68	10.49	n
溫順	12.38	11.19	a
騙來	13.00	9.71	u
驅逐艦	12.47	11.56	n
陳郁秀	11.12	14.11	n
美人茶	12.10	12.32	n
參拜	12.40	11.15	u
樓下	13.25	14.51	n
張佳韻	12.04	12.45	n
企業級	13.42	9.31	n
審計	13.52	8.33	u
五百一十萬	12.24	12.54	n
戰龍會	13.21	9.83	n
超糗	11.67	12.67	a
魯嘉	10.11	15.25	n
要員	11.80	12.41	n
哀鴻遍野	11.72	13.33	a
奧美	13.15	14.95	n
威奈	12.46	11.01	n
同一座	12.66	11.15	n
農學	12.59	10.71	n
勾起	11.72	12.57	u
濤聲	12.78	10.26	n
人證	13.25	9.07	n
陣仗	11.65	12.71	n
飽和度	12.46	11.58	n
解熱	11.24	13.46	n
後話	11.31	13.35	n
拾起	12.58	10.73	u
專屬	13.01	9.69	v
濃縮鈾作業	10.53	15.38	n
整車	13.06	9.58	n
淺藍	12.81	10.19	n
鄭慧芸	11.98	12.57	n
寫真書	13.07	10.18	n
怪異	12.98	9.76	a
傾心	12.72	10.41	v
蠶食	12.32	11.32	u
餘悸猶存	11.26	14.13	a
黨職	10.43	14.79	n
開運	12.52	10.87	n
承銷人	12.31	11.90	n
四百四十萬	12.26	12.51	n
層出不窮	13.18	10.29	a
奧班	12.95	9.85	n
周潤發	12.13	12.26	n
包紮	12.42	11.10	u
華東	13.46	13.60	n
轉校生	11.95	12.62	n
尼銘	12.17	11.64	n
逼成	12.93	9.91	v
飄向	12.86	10.07	v
徒勞無功	12.21	12.41	a
癲癇症	12.03	12.46	n
芃達蘭柯	10.44	15.36	n
藝術性	12.66	11.13	n
罪惡感	12.09	12.35	n
小勝	11.14	13.63	u
暴風	13.08	9.52	n
分線	13.22	9.14	n
燃盡	12.12	11.76	u
癡狂	11.71	12.59	a
詹正峰	12.05	12.42	n
夾到	13.15	9.32	u
惹到	13.01	9.70	u
金髮	12.00	12.00	n
魚麵	11.00	13.88	n
紅毛港	10.93	14.42	n
布里迪雅	11.35	13.97	n
五百五十萬	10.52	15.40	n
兩億七千萬	11.28	14.25	n
迴聲	13.16	14.91	n
靖妞	11.00	13.88	n
馬雲	12.66	10.55	n
銀兩	12.19	11.60	n
拜師學藝	11.94	12.92	v
觸網	12.78	10.25	v
戀語	12.86	10.08	n
林群志	12.07	12.38	n
排練	12.55	10.81	u
台日	11.45	13.08	n
一萬八千	11.54	13.65	n
車用	12.74	10.37	n
頭鎚	11.86	12.30	n
麻醉針	10.93	14.41	n
自小貨車	12.26	12.30	n
求處	13.10	15.16	n
減班	12.66	10.54	n
弔唁	11.79	12.43	v
表演會	13.33	9.54	n
泰半	12.74	10.36	m
佑威	11.70	12.61	n
一千年	13.29	9.64	n
上海話	13.32	9.57	n
堅挺	12.65	10.57	a
李恕權	10.46	15.12	n
陰毛	11.49	13.01	n
傷身	13.00	9.71	a
侍從	12.00	12.00	n
衛生局	12.86	10.69	n
齊發	11.48	13.02	n
恐嚇信	11.97	12.58	n
違禁品	11.85	12.81	n
孟昭權	12.06	12.40	n
紅酒	12.62	10.63	n
頓悟	12.32	11.33	a
顫器	11.68	12.65	n
訓練員	13.18	9.90	n
永豐金	12.90	10.58	n
度過	13.19	9.22	v
聯通	13.16	9.31	v
名聞	11.15	13.62	n
一百四十多	11.94	13.11	n
小蓮	13.02	15.49	n
醞釀出	12.68	11.09	u
淺談	11.88	12.24	v
寫實	12.64	10.60	a
亮起來	13.21	9.83	a
漢文	12.41	11.13	n
緩衝區	12.51	11.46	n
開創性	13.06	10.22	n
駛入	12.37	11.21	v
白馬王子	12.14	12.53	n
納豆	12.33	11.31	n
攤車	12.45	11.04	n
清潔	13.56	8.23	a
小白鷺	12.01	12.50	n
共贏	12.95	9.83	v
花拳繡腿	11.68	13.41	n
糾葛	12.47	10.99	n
芸咩	11.10	13.70	n
陳君毅	12.02	12.48	n
太早	13.16	9.30	d
慈濟	11.85	12.30	n
訂作	12.82	10.16	u
周東昱	12.04	12.44	n
重作	13.14	9.37	u
募到	12.30	11.37	u
柯春美	12.07	12.39	n
碎成	12.88	10.02	v
魔羯	11.81	12.39	n
準備準備	13.64	9.11	u
滾地球	12.04	12.45	n
淪落	12.56	10.79	a
展場	13.06	15.29	n
復古風	12.28	11.95	n
底細	12.22	11.53	n
傷感	13.11	9.43	a
撐完	12.05	11.90	u
將令	11.96	12.09	n
孫淑媚	10.73	14.72	n
文化季	11.29	13.83	n
灰原	12.75	10.33	n
抵不住	12.54	11.40	u
改運	13.03	9.65	v
國發	11.64	12.72	n
浩華	12.82	10.16	n
鬆軟	12.38	11.19	a
良緣	12.60	10.69	n
轉戰	12.59	10.71	v
搶鏡	12.74	10.37	n
李昌鈺	11.48	13.50	n
東興路	11.32	13.77	n
小燕	13.05	15.34	n
救贖	11.95	12.11	u
飆戲	11.80	12.41	n
統茂	11.62	12.75	n
子宮頸癌	11.72	13.33	n
學佛	12.84	10.12	v
擬議	11.47	13.04	v
裙擺	11.78	12.45	n
覆蓋面	13.01	10.33	n
點好	13.35	8.81	u
濃郁	13.00	9.72	a
宇智波鼬	11.41	13.86	n
成親	12.12	11.76	v
私營	13.21	9.17	u
憑單	11.49	13.01	n
林覺安	12.07	12.38	n
吞雲吐霧	11.83	13.13	v
掃墓節	11.63	13.22	n
變革	13.23	9.12	n
叫陣	11.39	13.19	v
易飛易	11.72	13.06	n
李武雄	12.02	12.48	n
打贏	12.95	9.85	u
牛　奶	13.28	15.46	n
隆哥	10.06	15.33	n
新猶	12.66	10.54	n
廿八	11.56	12.88	n
行使法	12.70	11.06	n
魚塭	10.66	14.44	n
圍攻	12.71	10.43	u
大讚	13.00	9.72	n
乾麵	13.12	9.42	n
吳朝彥	12.06	12.40	n
幻術	11.78	12.45	n
釋股案	11.82	12.88	n
克佩羅	12.36	11.78	n
新肌密	12.32	11.88	a
比較起來	13.55	9.36	d
烤肉醬	11.97	12.58	n
李鴻禧	11.49	13.47	n
析亞	12.51	10.89	n
夜間部	12.60	11.27	n
三百餘	12.06	12.41	n
聯軍	12.54	10.82	n
陳父	10.35	14.90	n
呂秀蓮	11.67	13.15	n
洪茂蔚	12.04	12.45	n
鍾嫌	11.82	12.38	n
類比	12.46	11.02	u
琉球群島	11.48	13.76	n
罹患率	11.94	12.63	n
志工團	12.70	11.04	n
戳章	11.62	12.77	n
楊忠	11.12	13.68	n
不勝酒力	11.49	13.74	a
採用率	13.28	9.66	n
海馬	11.73	12.55	n
馬不停蹄	12.70	11.38	a
宿命論	11.67	13.15	n
急送	12.27	11.44	u
好萊塢	13.41	14.94	n
珍芳達	11.94	12.64	n
載浮載沉	11.88	13.04	a
這些	14.21	6.27	m
黨籍	12.19	11.61	n
返台	12.81	10.20	v
走後門	12.27	11.98	v
軟弱	12.77	10.29	a
老主顧	11.55	13.37	n
新制度	13.42	9.29	n
熱飲	11.69	12.63	n
本我	13.52	8.35	n
候選	13.12	9.41	a
軟禁	12.11	11.77	u
隼人	11.78	12.46	n
通訊社	13.06	16.34	n
避風港	12.46	11.57	n
織女星	11.47	13.51	n
瓦戴茲	11.79	12.92	n
二十三萬	11.13	14.33	n
達佛斯	12.86	10.68	n
毒癮	11.72	12.57	n
虛設	12.36	11.24	u
法會	11.62	12.77	n
燒光	12.81	10.19	u
子宮內膜異位症	12.39	12.52	n
巴霍	11.54	12.92	n
一蹴	11.43	13.12	d
淳樸	12.50	10.92	a
駐外	13.01	9.70	A
營業處	13.04	16.43	n
挑戰隊	13.09	10.12	n
潛力	13.52	8.33	n
著迷人	12.90	10.60	n
無措	12.39	11.17	n
舶來品	11.91	12.69	n
前塵	11.92	12.16	n
公積	11.50	12.98	n
獨立法	13.27	9.70	n
石志偉	10.32	15.32	n
宣復	11.71	12.58	n
溪南	12.84	10.12	n
登巴薩	12.47	11.57	n
煩心	12.39	11.17	a
堆高機	12.88	10.64	n
羞死	11.85	12.31	v
輕放	13.04	9.61	u
陳建樺	12.03	12.47	n
戴凡波	11.89	12.75	n
瑞芳	12.70	10.46	n
低訴	12.23	11.53	v
擋信	12.35	11.26	n
空董	11.67	12.67	n
簽約	13.41	8.63	v
淚流滿面	12.21	12.40	a
徐畢卿	12.03	12.46	n
復合	12.86	10.06	u
愛特伍	11.96	12.59	n
烙餅	11.52	12.95	n
愛維養	10.48	15.10	u
災變	11.37	13.22	n
增廣	13.01	9.70	u
德國杯	13.08	10.16	n
利劍	11.65	12.71	n
吸引不了	13.10	10.47	v
二○	14.58	5.03	n
冰宮	12.47	10.99	n
主帥	13.05	9.60	n
繼承	13.34	8.84	u
老一輩	12.48	11.53	n
鉛量	12.38	11.20	n
盧小	10.79	14.22	n
多頭	12.76	10.31	n
從天而降	13.31	9.96	v
普賴德	12.71	11.03	n
藝術系	13.30	15.38	n
林信義	10.71	14.75	n
准化	13.06	9.57	v
節律	12.12	11.75	n
門框	12.20	11.60	n
戴維斯	11.94	12.63	n
灌救	11.70	12.60	u
貿工部	12.88	10.64	n
殺去	13.09	9.50	v
長泳	12.38	11.20	v
文傳	11.19	13.55	n
易開罐	10.76	14.68	n
道瓊斯	12.13	12.27	n
唱起來	13.15	9.98	v
豬瘟	11.54	12.92	n
鐘鼓	11.21	13.52	n
湯明哲	11.45	13.55	n
下馬	12.48	10.96	v
古切里	12.05	12.43	n
石門	12.64	10.60	n
間或	13.25	9.08	d
擴散到	12.91	10.57	v
傳遞到	13.27	9.70	v
阿布瑞	12.86	10.69	n
防禦力	12.62	11.22	n
無依無靠	12.82	11.11	a
長航通運	11.90	13.00	n
姿態	13.18	9.25	n
星巴克	12.35	11.80	n
民事廳	12.06	12.40	n
辭彙	11.75	12.52	n
鏡架	12.77	10.28	n
清海	11.58	12.83	n
謾罵	11.62	12.76	v
播種	12.89	10.00	v
殘殺	12.37	11.21	u
菸灰缸	11.65	13.19	n
諸如	13.17	9.27	p
李乾龍	11.98	12.56	n
中村藍子	10.79	14.85	n
出發點	13.20	15.79	n
抗敵	12.16	11.66	v
七星級	12.05	12.43	n
官殺	12.84	10.11	n
承瑋	11.54	12.91	n
詐取	10.95	13.96	u
冰涼	12.75	10.35	a
埔榮	11.59	12.81	n
潘安邦	11.77	12.97	n
煉乳	11.34	13.28	n
發光	13.20	9.20	a
紐喀索	12.21	12.11	n
引開	13.05	9.60	u
一氣	12.61	10.66	n
蒼蠅	12.81	10.19	n
兩黨	13.11	9.44	n
圓謊	11.00	13.88	v
離澳	12.62	10.63	n
亞棻	10.71	14.35	n
多媽媽	13.38	9.41	n
翻雲覆雨	12.17	12.49	a
蹊徑	12.18	11.64	n
艱險	12.23	11.53	a
游明金	12.03	12.46	n
火舞	12.89	10.00	n
一家家	13.40	9.35	m
偷窺狂	10.42	15.17	n
架開	13.02	9.68	u
高山峰	10.86	14.53	n
安全感心	11.78	13.22	n
第一	13.64	8.00	n
支隊	12.91	9.93	n
一段	13.89	11.63	n
辦桌	12.66	10.54	v
鍾愛	12.72	10.40	v
談得來	11.50	13.46	a
創出	12.20	11.60	u
擊退	12.67	10.52	u
獨到	13.16	9.32	a
車底	11.32	13.32	n
笑友	13.09	9.49	n
詹姆斯布朗	11.75	13.45	n
牌義	12.33	11.31	n
月圓人	13.36	9.46	n
殖利率	11.24	13.91	n
旗山溪	11.98	12.57	n
前男	13.18	14.83	n
棒球村	11.86	12.80	n
補足	12.72	10.41	u
礦藏	12.08	11.84	n
戴爾	12.95	9.85	n
吸煙	12.26	11.45	v
新集團	13.46	9.20	n
竹南鎮	12.45	11.60	n
洗清	12.93	9.91	u
委員	13.59	8.15	n
人用	13.40	8.67	n
打穿	13.07	9.55	u
馬來西亞人	13.37	10.06	n
討論聲	13.31	9.59	n
吃起來	13.37	9.43	d
帶頭	13.21	9.17	v
陳添旺	12.01	12.50	n
俗事	12.38	11.19	n
周圍	13.63	12.85	n
聞太	10.58	14.56	n
低下去	12.57	11.33	v
謝錫欽	12.06	12.41	n
家琪	11.12	13.67	n
源生物	13.15	9.98	n
職等	13.11	9.45	n
一九五五年	11.51	13.87	n
併案	13.04	9.61	v
達仁鄉	12.23	12.06	n
回教國	11.59	13.29	n
宮內廳	10.34	15.30	n
道道地地	12.24	12.35	a
屈伏塔	11.17	14.02	n
瓦茲蓋斯	11.95	12.91	n
科幻迷	12.06	12.40	n
閃現	12.51	10.91	a
海芙	11.86	12.29	n
垮下來	11.96	12.59	v
服務台	13.47	14.69	n
本劇	13.06	9.57	n
吐完	12.46	11.02	u
彌衡	11.27	13.41	n
剷平	11.71	12.58	u
腦震盪	11.88	12.75	n
兒童台	13.31	15.33	n
淡馬錫控股	11.49	13.90	n
兒少	13.13	9.38	n
九十五學年度	12.02	13.10	n
良心發現	12.30	12.21	a
靜下來	13.10	10.12	a
置於	13.13	9.38	u
消沈	12.40	11.15	a
回心轉意	12.69	11.40	a
世紀	13.97	7.02	n
鄭宇峰	12.06	12.41	n
王建銘	11.97	12.58	n
貝殼	12.80	10.22	n
離歌	12.99	9.74	n
藍眼	11.34	13.29	n
儲值	11.71	12.59	n
咬緊	12.19	11.60	u
李宗恩	11.95	12.61	n
王文洋	11.47	13.51	n
帶回來	13.32	9.56	u
獻寶	11.48	13.03	n
恢復為	13.38	9.42	v
綺拉奈特莉	11.60	13.72	n
補貨	12.85	10.09	v
誤打誤撞	12.23	12.36	v
葛拉斯	10.48	15.10	n
剝去	12.27	11.44	u
徐若瑄	11.85	12.82	n
壹塊錢	11.82	12.88	n
五百六十萬	12.05	12.91	n
何去何從	13.14	10.37	v
金針菇	11.71	13.07	n
阿東	11.04	13.81	n
設計類	13.46	9.20	n
賓夕法尼亞	12.49	12.04	n
重慶南路	12.24	12.35	n
萍蓬草	11.39	13.65	n
大專杯	11.84	12.83	n
大部份	13.41	9.33	m
拆線	12.69	10.48	n
製圖	12.90	9.98	v
視距	12.61	10.66	n
首測	13.12	9.42	u
國際線	11.49	13.48	n
孔急	11.23	13.47	a
朋香	10.01	15.39	n
合資案	11.98	12.56	n
狂打	13.01	9.70	u
白瑞德	11.10	14.14	n
強生	11.72	12.57	n
當即	12.86	10.06	d
備選	13.14	9.37	u
冰淇淋店	12.20	12.43	n
不對勁	12.83	10.76	a
造擊	12.53	10.85	u
鮮奶	12.57	10.77	n
保證書	12.52	11.45	n
調遣	11.79	12.42	u
預錄	12.80	10.20	u
揮汗如雨	11.84	13.10	a
柚柚	12.43	11.08	n
達省	13.15	14.94	n
衝過去	13.12	10.07	v
夢中	12.72	10.42	n
張開	12.51	10.89	u
徐靜蕾	11.71	13.08	n
違章	13.09	9.49	A
彈道	12.29	11.40	n
巴比布朗	11.94	12.93	n
暢飲	12.20	11.58	u
佈道	12.05	11.91	v
葛林斯	10.85	14.53	n
蕭晨隆	12.05	12.43	n
寫到	12.51	10.89	v
福樂	13.03	15.42	n
神魂顛倒	12.06	12.70	a
葉昌桐	12.01	12.50	n
彈奏	11.67	12.66	u
梁次震	12.03	12.47	n
直撲	12.27	11.43	a
業餘	13.26	9.04	A
傳給	13.24	9.11	v
武轎	11.67	12.67	n
紛紛	13.60	8.12	d
舒爾特	11.78	12.94	n
村名	13.09	9.50	n
米爾人	11.55	13.36	n
納班迪恩	11.99	12.83	n
善農	11.79	12.43	n
核計	11.01	13.86	v
淘空	11.73	12.56	u
雅子妃	11.35	13.72	n
商戰	12.42	11.10	n
張晶	11.22	13.49	n
講錯	13.04	9.61	u
搶佔	12.90	9.97	u
傑西詹姆斯	12.00	13.01	n
定存	13.02	9.68	n
東吳	12.12	11.76	n
屋簷	12.66	10.55	n
門禁	12.77	10.30	n
讀完	13.04	9.63	u
維亞康姆	10.54	15.22	n
著稱	12.84	10.11	v
下標	13.17	9.29	n
范尼斯特魯伊	11.63	13.81	n
魯味	10.92	14.02	n
季瑟雅克	10.76	14.91	n
一面倒	12.14	12.24	a
姦屍	11.60	12.80	n
狄佛	11.74	12.54	n
糖糕	11.61	12.78	n
豐年祭	11.39	13.65	n
搞上	13.19	9.22	u
流乾	12.92	9.91	a
六億	11.46	13.05	n
白靈	11.60	12.80	n
初體驗	13.11	10.09	u
第二次世界大戰	13.19	10.81	n
劉興星	12.06	12.40	n
巡邏	12.89	9.99	v
普欽	12.41	11.13	n
瑞光路	11.56	13.36	n
米濕	11.62	12.76	n
跑水祭	11.99	12.54	n
上報	13.28	9.00	a
強敵	11.73	12.56	n
虛報	12.37	11.21	u
輩子	12.87	10.05	n
戀戀	12.54	10.84	v
身心系	12.32	11.87	n
垂詢	12.36	11.23	v
交期	13.11	9.45	n
煞風景	12.11	12.30	a
位高權	13.35	9.49	n
節酒	11.45	13.09	n
人見	13.30	8.94	n
呆如	12.83	10.15	n
二萬五千	11.57	13.60	n
阿塞德	12.99	10.38	n
懸崖勒馬	11.99	12.83	v
暴露出來	12.88	10.98	v
史坦柏格	11.71	13.35	n
可為	13.40	8.67	a
僑界	12.28	11.42	n
唱機	11.95	12.10	n
潛力區	13.07	16.31	n
十六年	13.35	9.49	n
厚仔	11.77	12.47	n
反璞歸真	11.50	13.72	a
男人戰	13.13	10.04	n
目錄	14.05	6.78	n
合度	11.62	12.77	a
華為	12.85	10.09	v
卡諾省	12.82	10.77	n
第七十三	11.89	13.01	n
門簾	12.04	11.93	n
熟女	13.15	9.34	n
昆陽站	11.02	14.27	n
簽注	12.67	10.53	v
贓物	12.06	11.89	n
紗野加	11.78	12.95	n
中新網	13.66	8.66	n
海鮮湯	12.16	12.21	n
入園	12.09	11.81	n
英語村	12.94	10.50	n
范士丹	12.00	12.52	n
核可	13.04	9.63	u
和平獎	11.84	12.84	n
睪丸	11.21	13.51	n
社女	13.10	9.47	n
稿紙	11.78	12.46	n
帶賽	13.06	9.57	n
勞勃瑞福	11.58	13.58	n
蔡志傑	10.42	15.19	n
開齋	11.65	12.71	v
基因組	12.64	11.18	n
文旦柚	10.61	14.90	n
發展部	13.51	14.49	n
擦身而過	12.63	11.53	v
飛入	13.14	9.37	u
林中村	11.97	12.57	n
鄭英耀	11.98	12.57	n
余炳賢	12.04	12.44	n
奏樂	11.61	12.78	v
沼津	11.89	12.22	n
鍛鍊	11.66	12.68	u
林裕翔	12.00	12.53	n
機排	13.08	9.52	n
生靈	12.36	11.24	n
講述	13.44	8.55	v
吳佳燕	11.99	12.55	n
養殖戶	11.98	12.57	n
曠日	11.73	12.55	a
估字	12.04	11.93	n
濕疹	11.84	12.34	n
龍井鄉	11.33	13.76	n
尼米茲號	12.23	12.35	n
組員	11.93	12.14	n
釀災	11.38	13.21	v
開門聲	12.18	12.15	n
萬毒枯	12.07	12.38	n
林建雄	11.97	12.59	n
海平線	11.51	13.43	n
西班牙人隊	12.76	11.46	n
猩王	11.18	13.57	n
